rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
635713,e0088bd48d5cd62e59344809ebc3f0ab50b4a41f,Why do women live longer than men? They're not married to women.,why do women live longer than men ? they're not married to women .,14,"woman, man","woman, man","man, woman",222
637879,e0c4eec53b8be8181ca08562df57774e35efdfe7,"You men, you're all the same! Do you know how many women have told me that?","you men , you're all the same ! do you know how many women have told me that ?",19,"man, woman","woman, man","man, woman",222
639723,e16c3bfa4e0906cc8ee64a69365c3596428772ac,I like my women like I like my men I'm Bi,i like my women like i like my men i'm bi,11,"man, woman","woman, man","man, woman",222
642536,e26ca0602d5dd6b15f0ed42f690681e6ec21f085,Women v/s men,women v s men,4,"man, woman","woman, man","man, woman",222
651425,e59dd6dbebf91b7d297540c9b46c7c98ae9ea0d0,Why do Jewish men get circumcised? Because the women like things 30% off.,why do jewish men get circumcised ? because the women like things 30 off .,15,"man, woman","woman, man","man, woman",222
651428,e59e138a68422b1a64cf5ad7d9e5b749724091de,Why do Jewish men have to be circumcised? Because a Jewish women wont touch anything unless it's 20% off.,why do jewish men have to be circumcised ? because a jewish women wont touch anything unless it's 20 off .,21,"man, woman","woman, man","man, woman",222
653163,e63afc1f2354aacd1ede85b359fbd7c2abe4aa94,When picking up women I tell them Im not like most men — Most men are Chinese,when picking up women i tell them im not like most men most men are chinese,16,"man, woman","man, woman","man, woman",222
658512,e823cb3521627dbe4339a672b561d2f0ee53958c,Why do Jewish men get circumsized? Because Jewish women won't touch anything that isn't at least 30% off.,why do jewish men get circumsized ? because jewish women won't touch anything that isn't at least 30 off .,20,"man, woman","woman, man","man, woman",222
659692,e88d3e277e8f92d384b7041b5b98e58ea6aa9cdb,Men and women shop differently. Men know what they want before they see it. Women don't know what they want until they see it.,men and women shop differently . men know what they want before they see it . women don't know what they want until they see it .,27,"man, woman","woman, man","man, woman",222
660694,e8e5bd695a341f065234f993dfa1e7e724064f06,What is something that a woman does which drives men crazy? A non-binary fucking her,what is something that a woman does which drives men crazy ? a non-binary fucking her,16,"man, woman","woman, man","man, woman",222
666270,ead4a2c40ca62f3a8d1cba48b52db381e178a298,"Why do men prefer their women pretty and dumb? Pretty so the men will like them, and dumb so the women will like them back.","why do men prefer their women pretty and dumb ? pretty so the men will like them , and dumb so the women will like them back .",28,"man, woman","woman, man","man, woman",222
672903,ed1afd4ea0005acd49646396e0346829b235717d,"Women are just as sexist as men But just like everything else, men are just better at it.","women are just as sexist as men but just like everything else , men are just better at it .",20,"man, woman","man, woman","man, woman",222
676333,ee49b1bf2a1f7f5fc53fe131ccb4c1c670cfe5d2,Why are men sexier than women? Because you can't spell sexy without XY,why are men sexier than women ? because you can't spell sexy without xy,14,"man, woman","woman, man","man, woman",222
680189,efa2a25d4816a32dda3c5cf91ba18052bad7b7a4,why are all jewish men circumcised? because jewish women won't touch anything unless it's at least 10% off.,why are all jewish men circumcised ? because jewish women won't touch anything unless it's at least 10 off .,20,"man, woman","woman, man","man, woman",222
680410,efb8667d4b88e37b1eb0ac1899f1e789532e5cf2,I like my men like I like my women I'm Bisexual,i like my men like i like my women i'm bisexual,11,"man, woman","woman, man","man, woman",222
686854,f2006b5563bb38b40569b89217682cd08b646141,"If all men are the same, why do women take so long to choose one...?","if all men are the same , why do women take so long to choose one ...  ?",18,"man, woman","woman, man","man, woman",222
688774,f2b02c5b9a8622ae0e6fd1978218e5f5450c20e1,"How do you know when a woman is about to say something smart? When she starts off by saying, ""A man once told me....""","how do you know when a woman is about to say something smart ? when she starts off by saying , "" a man once told me ...  """,29,"man, woman","woman, man","man, woman",222
694287,f49ce46025eb5bc22127d52c8adea6dfdeac1bf2,"I couldn't imagine being a woman. I'd probably be all like ""woah, man.""","i couldn't imagine being a woman . i'd probably be all like "" woah , man . """,18,"man, woman","woman, man","man, woman",222
694357,f4a2160ae7929ca9acbb5914b2f67bf17436bb1a,"I like my men just how I like my women That's it, I'm bisexual.","i like my men just how i like my women that's it , i'm bisexual .",16,"man, woman","woman, man","man, woman",222
696888,f57b8a2338cc2a78303977163c5bb995ff8ef800,"Never trust a man that says, ""Trust me."" and never trust a woman that says ""It's fine.""","never trust a man that says , "" trust me . "" and never trust a woman that says "" it's fine . """,24,"man, woman","woman, man","man, woman",222
698584,f611df4ce951dfe12dc6e8820d6271e1c88981aa,Why are all Jewish men circumcised? Their women won't touch anything that isn't 10% off!,why are all jewish men circumcised ? their women won't touch anything that isn't 10 off !,17,"man, woman","woman, man","man, woman",222
698595,f612cd6c5ba9c6488e4a87d95fef427b6216c6ae,Three men decide to have a threesome It's tough finding six women.,three men decide to have a threesome it's tough finding six women .,13,"man, woman","woman, man","man, woman",222
699117,f63e3b4b70ca884ab277967d716bc7bec7300fba,If a woman gave in very fast it's not because of the man but the men that came before him.,if a woman gave in very fast it's not because of the man but the men that came before him .,21,"man, woman","man, woman","man, woman",222
699862,f68521aba58e0c9e9e70afe02d77448c6f67fcb9,Being an ugly woman is like being a man... You're going to have to work.,being an ugly woman is like being a man ...  you're going to have to work .,17,"man, woman","woman, man","man, woman",222
699915,f6895077bd467449b8865d4afea1aae3544f724d,Why do Jewish Men get Circumcised ...Because Jewish woman cant resist 20% OFF.,why do jewish men get circumcised  ... because jewish woman cant resist 20 off .,15,"man, woman","woman, man","man, woman",222
705392,f879b26ce08c582dac138e2ecdbcc20715da41c8,Why do Jewish men have to be circumsized? Because a Jewish woman won't touch anything unless it's 20% off.,why do jewish men have to be circumsized ? because a jewish woman won't touch anything unless it's 20 off .,21,"man, woman","woman, man","man, woman",222
708165,f97717af019a30d9e2bb6c26baba7d7d3b982052,Why are Jewish men circumcised? Because Jewish women won't go near anything that's not 20% off.,why are jewish men circumcised ? because jewish women won't go near anything that's not 20 off .,18,"man, woman","woman, man","man, woman",222
711826,fabfdef0a74c7fa4be3371be9ff9f1f6757b3f31,Nothing is impossible. I know a man that once guessed correctly why a woman was mad at him.,nothing is impossible . i know a man that once guessed correctly why a woman was mad at him .,20,"man, woman","woman, man","man, woman",222
718579,fd26a230a76202e4cdbb771161a6a88498e4ced4,I think women are fantastic Every man should own several!,i think women are fantastic every man should own several !,11,"man, woman","woman, man","man, woman",222
10657,03d73d50e50b778e0a8106bccdaac854eea53589,I like my women like I like my coffee... HOT!!!,i like my women like i like my coffee ...  hot !,12,"woman, coffee","coffee, woman","coffee, woman",211
30388,0ad18d1de31ed124e2b4faa40c338aaa383202da,I like my women like I like my coffee. Silent,i like my women like i like my coffee . silent,11,"woman, coffee","coffee, woman","coffee, woman",211
32805,0bab51cfce10c0309f7eebb38acd385ba7cbf044,I like my coffee the way I like my women... ... Pale and weak.,i like my coffee the way i like my women ...  pale and weak .,15,"woman, coffee","coffee, woman","coffee, woman",211
34628,0c4e8b72a4a23c7d0e88d330ecb6e06700cececb,I like my women how I like my coffee Hot and Black.,i like my women how i like my coffee hot and black .,13,"woman, coffee","coffee, woman","coffee, woman",211
39124,0df1210043092162732d9a6bdb68f0d52b3128e1,I like my woman like I like my coffee Cold,i like my woman like i like my coffee cold,10,"woman, coffee","coffee, woman","coffee, woman",211
40938,0e91e8fdc93b1668f1e4aa82a9cdb60df9ce56a3,I enjoy my women like I enjoy my coffee... Blindfolded and scared.,i enjoy my women like i enjoy my coffee ...  blindfolded and scared .,14,"woman, coffee","coffee, woman","coffee, woman",211
41990,0ef55e433f3f5898c5f8b691ed79b3f874c05837,I like my coffee like I like my women Flat white,i like my coffee like i like my women flat white,11,"woman, coffee","coffee, woman","coffee, woman",211
42154,0f057c8c99cc5b5a93a6c3c290b6fe8190addffc,"I like my coffee like I make my women. Hot, and bitter.","i like my coffee like i make my women . hot , and bitter .",15,"woman, coffee","coffee, woman","coffee, woman",211
46145,106cca17f2ce4b9aa32a283ebf0e1205cf73dc11,I like my coffee how I like my women Underage,i like my coffee how i like my women underage,10,"woman, coffee","coffee, woman","coffee, woman",211
53297,12ea8dbebc3c0ba2632fce212b6edd1c5b9261f1,I like my women like I like my coffee Flat and White,i like my women like i like my coffee flat and white,12,"woman, coffee","coffee, woman","coffee, woman",211
54195,133a8edaa426e8677739bc7f59d15578f5bf47c2,I like my women like I like my coffee Not tasting something gritty and hairy when slurping.,i like my women like i like my coffee not tasting something gritty and hairy when slurping .,18,"woman, coffee","coffee, woman","coffee, woman",211
61973,15f1dee6a4839d79e849e27840be7d5fa8872838,"I like my women like I like my coffee strong, black, and bitter","i like my women like i like my coffee strong , black , and bitter",15,"woman, coffee","coffee, woman","coffee, woman",211
65263,171fe44f7c82e609337e198e71eeaf28b1f1ba34,I like my coffee like I like my women... With 2 E's in them,i like my coffee like i like my women ...  with 2 e's in them,15,"woman, coffee","coffee, woman","coffee, woman",211
68549,1846b1926499080caa9c6d0b88e4cbc5bf00ca70,I like my women how I like my coffee Fairly traded,i like my women how i like my coffee fairly traded,11,"woman, coffee","coffee, woman","coffee, woman",211
75116,1a8201c58c944492db48df0a63df904c3d8d5594,I like my coffee like I like my women Iced cold and milky white,i like my coffee like i like my women iced cold and milky white,14,"woman, coffee","coffee, woman","coffee, woman",211
